"www.agrometeorologia.cl","","","","","",""
"Red Agrometeorológica de INIA","","","","","",""
"Generado el 19-05-2020 02:37:44","","","","","",""
"Carriel Sur, Concepción","","","","","",""
"","","","","","",""
"Tiempo UTC-4","Velocidad de Viento km/h","Ráfaga de Viento km/h","Dirección de Viento º","Velocidad de Viento % de datos ","Ráfaga de Viento % de datos ","Dirección de Viento % de datos "
"01-01-2020","13.4","21.6","93","100","100","100"
"02-01-2020","10.2","18.2","107","100","100","100"
"03-01-2020","17.8","32.3","173","100","100","100"
"04-01-2020","28.4","39.9","223","100","100","100"
"05-01-2020","20.2","31.2","228","100","100","100"
"06-01-2020","15.3","27.8","210","100","100","100"
"07-01-2020","13.6","21.8","226","100","100","100"
"08-01-2020","13.7","24.8","117","100","100","100"
"09-01-2020","15","26.4","193","100","100","100"
"10-01-2020","20","35","206","100","100","100"
"11-01-2020","16.8","27.6","224","100","100","100"
"12-01-2020","13","19.3","191","100","100","100"
"13-01-2020","20.2","30.7","226","100","100","100"
"14-01-2020","24.3","36.9","215","100","100","100"
"15-01-2020","25.1","37.4","202","100","100","100"
"16-01-2020","21.4","34.6","213","100","100","100"
"17-01-2020","8.7","14.3","142","96","96","96"
"18-01-2020","11.2","23.2","193","100","100","100"
"19-01-2020","11.6","19.6","130","100","100","100"
"20-01-2020","8.4","15.8","171","100","100","100"
"21-01-2020","11.3","14.4","167","100","100","100"
"22-01-2020","12.2","20.9","222","100","100","100"
"23-01-2020","8.2","16.7","209","96","96","96"
"24-01-2020","20","32.1","221","100","100","100"
"25-01-2020","18.3","33.2","222","100","100","100"
"26-01-2020","18.6","30.5","227","100","100","100"
"27-01-2020","20.2","37.8","227","100","100","100"
"28-01-2020","23","35.7","223","100","100","100"
"29-01-2020","17.9","28.2","224","100","100","100"
"30-01-2020","16.2","26.5","222","100","100","100"
"31-01-2020","19.3","30.7","227","100","100","100"
"01-02-2020","15","26.8","222","100","100","100"
"02-02-2020","13","22.3","207","100","100","100"
"03-02-2020","10.5","15.9","105","100","100","100"
"04-02-2020","15.8","30.1","194","100","100","100"
"05-02-2020","16.3","31.6","214","100","100","100"
"06-02-2020","16.3","25.5","221","100","100","100"
"07-02-2020","16.2","27.1","212","100","100","100"
"08-02-2020","9.8","14.6","198","100","100","100"
"09-02-2020","11.9","23.9","155","100","100","100"
"10-02-2020","10.2","16.1","163","100","100","100"
"11-02-2020","13.5","26.9","216","100","100","100"
"12-02-2020","24.9","36.7","218","100","100","100"
"13-02-2020","20","37","218","100","100","100"
"14-02-2020","18.2","34.5","213","100","100","100"
"15-02-2020","15.9","27","214","100","100","100"
"16-02-2020","14.8","22.6","215","100","100","100"
"17-02-2020","16.3","28.4","225","100","100","100"
"18-02-2020","21","34.1","214","100","100","100"
"19-02-2020","20.7","37.3","224","100","100","100"
"20-02-2020","16.2","22.8","162","100","100","100"
"21-02-2020","13.5","24.2","92","100","100","100"
"22-02-2020","9.6","18.1","219","100","100","100"
"23-02-2020","10.4","20.8","224","100","100","100"
"24-02-2020","16.2","33.6","204","100","100","100"
"25-02-2020","15.1","27.6","212","100","100","100"
"26-02-2020","15.8","29.6","211","100","100","100"
"27-02-2020","10","16.1","139","100","100","100"
"28-02-2020","12.6","25.8","214","100","100","100"
"29-02-2020","13.9","21.8","187","100","100","100"
"01-03-2020","12.2","19.2","209","100","100","100"
"02-03-2020","8.9","17.9","197","100","100","100"
"03-03-2020","8.8","17.2","215","100","100","100"
"04-03-2020","17.7","30.9","217","100","100","100"
"05-03-2020","16.3","27.9","219","100","100","100"
"06-03-2020","14.5","29.8","204","100","100","100"
"07-03-2020","16.4","30.2","230","100","100","100"
"08-03-2020","14.8","24.2","224","100","100","100"
"09-03-2020","13.4","23.6","223","100","100","100"
"10-03-2020","12.7","22.8","207","100","100","100"
"11-03-2020","10.6","19.6","196","100","100","100"
"12-03-2020","11.5","20.2","124","100","100","100"
"13-03-2020","12.9","22.9","196","100","100","100"
"14-03-2020","18.7","33.9","218","100","100","100"
"15-03-2020","13.9","24.7","208","100","100","100"
"16-03-2020","15.7","28.4","220","100","100","100"
"17-03-2020","14.3","25.3","223","100","100","100"
"18-03-2020","16","24.9","216","100","100","100"
"19-03-2020","12.3","20.1","206","100","100","100"
"20-03-2020","13.1","22","144","96","96","96"
"21-03-2020","14.8","22.9","130","100","100","100"
"22-03-2020","15.1","23.5","92","100","100","100"
"23-03-2020","17.9","27.9","76","100","100","100"
"24-03-2020","8.7","13.6","134","100","100","100"
"25-03-2020","9.7","15.7","188","100","100","100"
"26-03-2020","9.9","16.1","158","100","100","100"
"27-03-2020","9","13.9","220","100","100","100"
"28-03-2020","8.4","14.4","190","100","100","100"
"29-03-2020","14.2","28.7","201","100","100","100"
"30-03-2020","13.8","24.7","211","100","100","100"
"31-03-2020","16.9","31.2","207","100","100","100"
"01-04-2020","19","31.4","216","100","100","100"
"02-04-2020","19.3","30.1","219","100","100","100"
"03-04-2020","16.3","31.4","219","100","100","100"
"04-04-2020","18.4","29.4","219","100","100","100"
"05-04-2020","14.9","30.5","207","100","100","100"
"06-04-2020","17","27.8","203","100","100","100"
"07-04-2020","9.8","17.7","186","100","100","100"
"08-04-2020","10.9","18.9","126","100","100","100"
"09-04-2020","6.5","14","174","100","100","100"
"10-04-2020","8.7","16.3","180","100","100","100"
"11-04-2020","14.9","27.8","222","100","100","100"
"12-04-2020","12.3","26.8","209","100","100","100"
"13-04-2020","12.5","25.3","200","100","100","100"
"14-04-2020","9.3","18.5","185","100","100","100"
"15-04-2020","7.2","14.9","130","100","100","100"
"16-04-2020","8.5","15.7","109","100","100","100"
"17-04-2020","6.5","13.5","138","100","100","100"
"18-04-2020","7.4","15.3","151","100","100","100"
"19-04-2020","13","24.6","200","100","100","100"
"20-04-2020","12.7","25","200","100","100","100"
"21-04-2020","11.1","16.8","179","100","100","100"
"22-04-2020","11.5","16.5","109","100","100","100"
"23-04-2020","17.2","28.9","63","100","100","100"
"24-04-2020","24.3","32.3","14","100","100","100"
"25-04-2020","18.9","25.8","74","100","100","100"
"26-04-2020","19.8","31.6","67","100","100","100"
"27-04-2020","10.4","19.8","113","100","100","100"
"28-04-2020","8.7","15.8","157","100","100","100"
"29-04-2020","14","23.3","208","100","100","100"
"30-04-2020","9.9","21.6","181","100","100","100"
"01-05-2020","6.8","10.4","192","100","100","100"
"","","","","","",""
"","","","","","",""
"El uso de los datos en publicaciones debe señalar la fuente de los datos y que es una colaboración entre INIA y las instituciones que mantienen convenio con INIA. Adicionalmente, se solicita colocar en un lugar visible el logo de la red agrometeorológica de INIA.","","","","","",""
"Descargar logo desde: https://agrometeorologia.cl/assets/img/agrometeorologia-logo.png","","","","","",""
